Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Mitch Leidner,Minnesota Vikings,2017,3,"$1,655,000","$555,000",$0,0.3%,"$2,531,060","$848,784",$0
Nate Stanley,Minnesota Vikings,2020,4,"$3,372,548","$843,137","$77,548",0.4%,"$4,345,857","$1,086,464","$99,928"
Nate Stanley,Minnesota Vikings,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Nate Stanley,Minnesota Vikings,2021,2,"$1,485,000","$742,500",$0,0.4%,"$2,078,186","$1,039,093",$0
Nick Mullens,Minnesota Vikings,2023,2,"$4,000,000","$2,000,000","$1,922,500",0.9%,"$4,544,484","$2,272,242","$2,184,193"
Nick Mullens,Minnesota Vikings,2024,1,"$1,900,000","$1,900,000",$0,0.7%,"$1,900,000","$1,900,000",$0
Peter Pujals,Minnesota Vikings,2018,3,"$1,715,000","$571,666","$5,000",0.3%,"$2,471,845","$823,947","$7,207"
Sam Darnold,Minnesota Vikings,2024,1,"$10,000,000","$10,000,000","$8,750,000",3.9%,"$10,000,000","$10,000,000","$8,750,000"
Sean Mannion,Minnesota Vikings,2019,1,"$895,000","$895,000","$90,000",0.5%,"$1,214,575","$1,214,575","$122,136"
Sean Mannion,Minnesota Vikings,2020,1,"$1,047,500","$1,047,500","$137,500",0.5%,"$1,349,806","$1,349,806","$177,182"
Sean Mannion,Minnesota Vikings,2021,1,"$990,000","$990,000",$0,0.5%,"$1,385,458","$1,385,458",$0
Sean Mannion,Minnesota Vikings,2021,1,"$334,000","$334,000",$0,0.2%,"$467,417","$467,417",$0
Sean Mannion,Minnesota Vikings,2021,1,"$293,000","$293,000",$0,0.2%,"$410,039","$410,039",$0
Sean Mannion,Minnesota Vikings,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Sean Mannion,Minnesota Vikings,2022,1,"$1,272,500","$1,272,500","$277,200",0.6%,"$1,560,982","$1,560,982","$340,043"
Sean Mannion,Minnesota Vikings,2023,1,"$289,800","$289,800",$0,0.1%,"$329,248","$329,248",$0
Sean Mannion,Minnesota Vikings,2023,1,"$289,800","$289,800",$0,0.1%,"$329,248","$329,248",$0
Shaun Hill,Minnesota Vikings,2015,2,"$6,500,000","$3,250,000","$3,200,000",2.3%,"$11,586,404","$5,793,202","$5,704,076"
Tanner Morgan,Minnesota Vikings,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Tanner Morgan,Minnesota Vikings,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Taylor Heinicke,Minnesota Vikings,2015,3,"$1,585,000","$528,333","$10,000",0.4%,"$2,825,300","$941,766","$17,825"
Teddy Bridgewater,Minnesota Vikings,2014,4,"$6,849,502","$1,712,376","$5,495,479",1.3%,"$13,153,104","$3,288,277","$10,552,972"
Wes Lunt,Minnesota Vikings,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
